ID,NR,TraceSampleCode,Region,RegionNo,LabNo,Date_ElementalBulk,Li_Bulk,B_Bulk,Na_Bulk,Mg_Bulk,Al_Bulk,K_Bulk,Ca_Bulk,V_Bulk,Mn_Bulk,Co_Bulk,Ni_Bulk,Cu_Bulk,Zn_Bulk,Ga_Bulk,Se_Bulk,Rb_Bulk,Sr_Bulk,Mo_Bulk,Cd_Bulk,Cs_Bulk,Ba_Bulk,La_Bulk,Ce_Bulk,Nd_Bulk,Sm_Bulk,Eu_Bulk,Yb_Bulk,Lu_Bulk,Tl_Bulk,Pb_Bulk,U_Bulk
3.0000000000000000e+01,6.0000000000000000e+00,"1BDeFra06120006","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"04/29/09 00:00:00",-3.0225938756234270e-02,-1.1622973935445971e-01,3.5745854474125999e+03,7.3537200526884897e+02,4.8023798250721903e+00,1.4274834232108500e+04,2.1044101895079598e+02,2.5829034335227298e-02,4.1912296350650097e-01,7.0772567162346702e-03,8.7590758921846298e-03,2.1821287633838402e+00,2.3206094000430400e+02,1.6503014763713502e-02,-6.7843897829212718e-01,1.7736757387907801e+01,9.3534528335637010e-02,1.7288336709312499e-02,-2.8073172657583595e-03,1.7920864500855699e-02,4.9140032134047405e-02,3.9545623956957201e-03,6.1578428841448998e-03,3.0424872386006600e-03,4.5060034491117401e-04,-2.3041039608706908e-04,-2.1851461621594099e-04,-2.7600372280097964e-04,8.6959904876342600e-04,1.5245123870428600e-02,1.9029258303073502e-04
3.1000000000000000e+01,7.0000000000000000e+00,"1BDeFra06120007","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"04/29/09 00:00:00",-3.0225938756234270e-02,1.7902989729218799e+01,2.8123407248263898e+03,7.9433154252355303e+02,5.7533440348338294e-01,1.5790983277108100e+04,2.2799054591071899e+02,-5.0903350213910344e-03,2.6348755968084997e-01,4.3285969860878803e-03,5.3580918244201498e-02,2.7064878779366799e+00,2.1340568945291500e+02,1.8730239046655502e-02,-6.7843897829212718e-01,1.0734592233321401e+01,4.5319218731435698e-02,1.9257144899355001e-02,-2.8073172657583595e-03,1.9168211914099700e-02,2.2414705033017800e-02,-5.3541376581575390e-04,3.5682432523703403e-04,-3.7776376298554604e-04,5.2852364249594200e-05,-2.3041039608706908e-04,-2.1851461621594099e-04,-2.7600372280097964e-04,3.5440557659467903e-03,4.5554778034335303e-03,-1.1184069306383970e-04
3.2000000000000000e+01,8.0000000000000000e+00,"1BDeFra06120008","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",-6.2515655772774018e-03,3.8089182854452203e-01,1.9388587742642198e+03,4.5799302454043999e+02,4.7857730112228597e-01,8.9999396094302592e+03,1.9250730968624100e+02,-1.7092771926445992e-02,1.8888496026958199e-01,4.4670843651071802e-03,1.4782792868907900e-02,1.5947342136454399e+00,1.3118615468160800e+02,6.9185988239844299e-03,-2.6941977411123380e-01,5.3469317778089200e+00,1.1194496769130499e-01,4.1066003679346604e-02,-7.3588693846694236e-03,3.7341657018545196e-03,3.6080741823328800e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,-2.8101332842055761e-04,5.0594419936716298e-03,-2.4774432031834720e-04
3.3000000000000000e+01,9.0000000000000000e+00,"1BDeFra06120009","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",3.5330391802669704e-02,3.4363088792851798e-01,2.9376919852326200e+03,6.6199874522727907e+02,3.8771240884327896e-01,1.4378800789539400e+04,2.2160758573621902e+02,-1.7092771926445992e-02,2.3975317307617500e-01,8.2210745393326984e-03,1.9411537182855099e-02,2.2274449168429502e+00,2.1494113423198900e+02,1.2301767002007800e-02,4.6482997808106802e-01,1.3819519688923398e+00,8.6259434769820995e-02,5.8482391419663798e-02,-7.3588693846694236e-03,1.4430409224880101e-03,2.6571467121436900e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,2.2110811302294402e-03,1.0295717933070599e-02,-2.4774432031834720e-04
3.4000000000000000e+01,1.0000000000000000e+01,"1BDeFra07010010","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",9.9142218439037307e-03,1.5571770499069101e-01,1.7559164460065099e+03,6.1433902323865595e+02,6.5831519725131793e-01,1.3931329890993300e+04,1.4634741724205799e+02,-1.7092771926445992e-02,2.2684400161069398e-01,6.7026905745664299e-03,-6.8973037053075281e-03,1.7883479927371300e+00,1.9194215831267300e+02,8.8199464900884303e-03,-2.6941977411123380e-01,1.0623166094834501e+01,8.3076215877816398e-02,2.2301419817873300e-02,-7.3588693846694236e-03,1.1952453943557399e-02,1.9089052334476497e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,3.0956562211235700e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,5.2081500594432500e-04,6.2955648597434605e-03,-2.4774432031834720e-04
3.5000000000000000e+01,1.1000000000000000e+01,"1BDeFra07010011","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"04/29/09 00:00:00",7.3495014794349597e-02,3.5182412607759800e-01,2.6640041113887200e+03,7.8904124310128202e+02,7.4865760465651698e-01,1.4012171202899000e+04,9.8304487367862191e+02,2.0068238793897401e-02,2.9674153884787102e-01,6.4931235964787899e-03,2.5236168958184098e-02,2.5785716073301201e+00,2.1874928084897098e+02,1.8612664396601902e-02,-6.7843897829212718e-01,1.6527062878965100e+00,3.1642863774993801e-01,2.7609165692116400e-02,2.9287432154953899e-03,1.0423387686649399e-03,1.3825004280141900e-01,-5.3541376581575390e-04,4.4240862524681004e-04,-3.7776376298554604e-04,2.6475584203646701e-04,-2.3041039608706908e-04,-2.1851461621594099e-04,-2.7600372280097964e-04,-3.7804250505068870e-04,8.1684071717791698e-03,-1.1184069306383970e-04
3.6000000000000000e+01,1.2000000000000000e+01,"1BDeFra07060012","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",1.9790338646086203e-02,4.3696400406954600e-01,3.0175031520309499e+03,7.2574888007178095e+02,1.2030078058920799e+00,1.4581121478999999e+04,3.4758411553873100e+02,-1.7092771926445992e-02,4.3338990230598501e-01,8.0964995342141192e-03,-6.8973037053075281e-03,3.2799507715188803e+00,2.3827988731362601e+02,1.3425626283944799e-02,6.3263954440600501e-01,5.9957559924632200e+00,1.3284615728058599e-01,4.4207277594052005e-02,-7.3588693846694236e-03,4.5278812824560907e-03,4.7740809717957799e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,3.7632658290340199e-04,2.0464028574789201e-02,-2.4774432031834720e-04
3.7000000000000000e+01,1.3000000000000000e+01,"1BDeFra07060013","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",2.3183241801442999e-02,3.4855172311235599e-01,2.4356006612340502e+03,4.0624156836098103e+02,1.7662269809730800e+00,7.7595386421691301e+03,2.9502287569045296e+02,-1.7092771926445992e-02,2.6097906881506200e-01,4.3329312929936007e-03,-6.8973037053075281e-03,1.5622564099005698e+00,1.2252230638981399e+02,6.5571997540779404e-03,-2.6941977411123380e-01,2.2539824714362400e+00,1.5196027529495601e-01,3.9632496115321603e-02,-7.3588693846694236e-03,2.5030633597609500e-03,5.3232087899245599e-02,2.9705042345479502e-03,5.0975417043289204e-03,1.7335155820565201e-03,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,-2.8101332842055761e-04,1.0940854206994300e-02,-2.4774432031834720e-04
3.8000000000000000e+01,1.4000000000000000e+01,"1BDeFra07060014","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",1.6840360674699902e-02,4.2639511707741201e-01,3.0731609478561900e+03,7.2259428992795893e+02,2.1785067943459397e+00,1.3689883485264800e+04,8.9611622097108807e+02,-1.7092771926445992e-02,3.3334244417439496e-01,9.8337485324293695e-03,2.5675931802080998e-02,2.2230606118943301e+00,2.4812096732799799e+02,1.3606768983342100e-02,-2.6941977411123380e-01,8.2025653770016795e+00,3.1428875362223502e-01,4.1185697001245206e-02,-7.3588693846694236e-03,6.0309475192215798e-03,1.0267420340087700e-01,-4.2265263130613728e-04,6.1724236326930304e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,7.3726529044069197e-04,5.2942412816911503e-03,-2.4774432031834720e-04
3.9000000000000000e+01,1.5000000000000000e+01,"1BDeFra07060015","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"04/29/09 00:00:00",5.6115761887277099e-02,6.4381178421937202e-01,2.6753611710455903e+03,7.0304076901495205e+02,1.3057952882850199e+00,1.4227539829802301e+04,3.1838863059581098e+02,1.5468139893116099e-02,3.8673759088621201e-01,6.7941943017613702e-03,2.3351897749989001e-02,2.5070379881415201e+00,2.3470648071918401e+02,1.8890819165831702e-02,-6.7843897829212718e-01,3.9504164128625798e+00,1.9763543572146400e-01,5.9328891570641903e-02,-2.8073172657583595e-03,4.3666867097084498e-03,5.6100922805452001e-02,9.0010296936143396e-04,1.9748608490901699e-03,4.5467979406285701e-04,5.6482864579763007e-04,-2.3041039608706908e-04,-2.1851461621594099e-04,-2.7600372280097964e-04,-3.7804250505068870e-04,2.8770424583258302e-02,4.5913841809988500e-04
4.0000000000000000e+01,1.6000000000000000e+01,"1BDeFra07060016","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",3.1101408124608898e-01,3.7147427170723601e-01,3.3660452015335400e+03,7.9605245934182892e+02,1.9416555961549500e+00,1.6336756269822699e+04,2.2033656068607502e+02,-1.7092771926445992e-02,3.3847784587715501e-01,5.4481801673249997e-03,1.2065279382181000e-02,2.5659300190457701e+00,2.7262876432925600e+02,1.4829566465728901e-02,-2.6941977411123380e-01,1.3734283036135800e+01,1.5863437667157002e-01,4.9016201689020697e-02,-7.3588693846694236e-03,3.5765311750523797e-02,4.1356829094479700e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,6.3539021020762496e-04,9.9961477440276211e-03,-2.4774432031834720e-04
4.1000000000000000e+01,1.7000000000000000e+01,"1BDeFra07060017","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",-6.2515655772774018e-03,-1.8911906288235466e-02,1.8574214500272701e+03,5.0568867860042701e+02,1.6907211501541601e+00,9.8647321683823902e+03,1.3693095468856799e+02,-1.7092771926445992e-02,1.9772649610596801e-01,8.8179815014192090e-03,9.2806480968828896e-03,1.9786120907438001e+00,1.7127034050354399e+02,7.7169200523691797e-03,3.9007247965676900e-01,4.3495169910107894e+00,5.9507378739531394e-02,2.5399692505178699e-02,-7.3588693846694236e-03,1.1559695471180600e-02,2.8891313396728201e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,8.3610190853123701e-04,8.0073380540294312e-03,-2.4774432031834720e-04
4.2000000000000000e+01,1.8000000000000000e+01,"1BDeFra07060018","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",6.7973003485685593e-02,3.6128057818067799e-01,2.6310090919254303e+03,4.6342535975869697e+02,5.4661726178538195e-01,8.6646129775773297e+03,6.2070327714278596e+02,-1.7092771926445992e-02,2.9268194826284699e-01,7.4039215594915702e-03,7.3325114426448000e-03,1.5135874077615799e+00,1.4994997096378799e+02,8.4078914902549103e-03,-2.6941977411123380e-01,7.8538565766024604e+00,2.4632815150541601e-01,2.8147099865097901e-02,-7.3588693846694236e-03,6.2861072087401597e-03,9.2768821346850106e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,-2.8101332842055761e-04,5.2734668733675997e-03,-2.4774432031834720e-04
4.3000000000000000e+01,1.9000000000000000e+01,"1BDeFra07060019","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"04/29/09 00:00:00",2.3352174398297801e-01,4.8528286220897299e-01,3.3835756013198998e+03,6.3490839072257597e+02,7.6631191195593307e-01,1.2561379159454900e+04,2.0029825937968801e+02,1.4354177766803301e-02,2.6977741357733404e-01,7.5948286443281304e-03,7.3921122701406999e-03,2.2439718622373399e+00,1.9679191376183101e+02,1.3574520156220800e-02,-6.7843897829212718e-01,1.0249660327504699e+01,1.5867605244463498e-01,4.1244081455841505e-02,3.6673197778815500e-03,2.6185924215447999e-02,4.1617366377233206e-02,-5.3541376581575390e-04,3.9412675159923100e-04,4.2648121957789795e-04,1.2713266110267200e-04,-2.3041039608706908e-04,-2.1851461621594099e-04,-2.7600372280097964e-04,7.4996116844158300e-04,1.0993430668514700e-02,-1.1184069306383970e-04
4.4000000000000000e+01,2.0000000000000000e+01,"1BDeFra07060020","FRA",6.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",8.1192572882161002e-02,4.9190317163736103e-01,3.8162017800174403e+03,5.9256836344091505e+02,8.1246131025357504e-01,1.3071935898526899e+04,3.1936083442347996e+02,-1.7092771926445992e-02,2.6848179483880197e-01,9.3901379139607107e-03,1.4913675711841700e-02,2.2604269455830299e+00,1.7863638401958099e+02,9.0435098293943795e-03,-2.6941977411123380e-01,1.1362992100269400e+01,1.5972939674348799e-01,3.4840986122445697e-02,-7.3588693846694236e-03,8.8557232828719596e-03,4.9403724110788194e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,-2.8101332842055761e-04,1.0202083836828000e-02,-2.4774432031834720e-04
4.5000000000000000e+01,1.0000000000000000e+00,"1BDeGau08090001","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"04/29/09 00:00:00",-3.0225938756234270e-02,3.7369200606344499e-01,2.8666349682670102e+03,9.4328092379717509e+02,4.3620617921057403e-01,1.7329531601136598e+04,2.2559215072729199e+02,1.8721868381557101e-02,4.6201707744675402e-01,1.0194568377363098e-02,7.5757573178711806e-03,3.6562002669512901e+00,2.7555683084217804e+02,2.0441376315652602e-02,-6.7843897829212718e-01,1.5814028721297801e+01,1.5350918954630799e-01,2.6677114310330603e-02,-2.8073172657583595e-03,3.1298012890202398e-02,9.6706109733547901e-02,-5.3541376581575390e-04,5.4715935917814791e-04,-3.7776376298554604e-04,5.2648767996951891e-04,-2.3041039608706908e-04,-2.1851461621594099e-04,-2.7600372280097964e-04,4.7878167549307701e-04,1.6935204379105199e-03,-1.1184069306383970e-04
4.6000000000000000e+01,2.0000000000000000e+00,"1BDeGau08090002","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",1.5979804987723601e-02,7.4173421572496001e-01,1.7965112330696400e+03,8.3474972949285700e+02,2.7725039540997104e-01,1.7366626716981798e+04,2.1875839839862900e+02,-1.7092771926445992e-02,2.4609918817633300e-01,4.3271188570919101e-03,1.5235163837071701e-02,2.1447923086750103e+00,2.3130587909154801e+02,1.5829476810265999e-02,6.1822879189708602e-01,1.0886275437606901e+01,1.3181996813982802e-01,2.4138592811144898e-02,-7.3588693846694236e-03,1.5113228195992799e-02,4.1702912548382799e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,1.0519943082461800e-03,1.5261366950323700e-03,-2.4774432031834720e-04
4.7000000000000000e+01,3.0000000000000000e+00,"1BDeGau08090003","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",8.3562133342163711e-03,4.6129895287866701e-01,2.5360321356229001e+03,8.1561855154898706e+02,3.6912569106389997e-01,1.4893402645267301e+04,1.9255919222916100e+02,-1.7092771926445992e-02,4.0236754638434702e-01,5.3477897131840001e-03,-6.8973037053075281e-03,3.3465790182625703e+00,2.1099109177740499e+02,1.2564505968935099e-02,-2.6941977411123380e-01,2.2652486089714902e+01,1.7500401135399801e-01,2.9672557901119400e-02,-7.3588693846694236e-03,6.6678093811858505e-02,8.2515295305731998e-02,4.3058482086357803e-04,8.0125435412668701e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,7.6827319338375094e-04,1.6856681898254202e-02,-2.4774432031834720e-04
4.8000000000000000e+01,4.0000000000000000e+00,"1BDeGau08100004","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",7.6197430578620398e-03,2.9801722430972200e-01,2.0907590332591299e+03,8.7288584763471306e+02,7.9443816378237297e-01,1.8360159993473899e+04,1.8401463667846701e+02,-1.7092771926445992e-02,2.8835621313804000e-01,6.9581133339023694e-03,7.1075177749057895e-03,2.2858222093397598e+00,2.7417606502514298e+02,1.6204262442602899e-02,6.3500581234755804e-01,8.6800870062323305e+00,5.8828889603890704e-02,6.5074405724727502e-02,-7.3588693846694236e-03,1.8036818645279999e-02,2.6284375598194899e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,1.1762406230936601e-04,7.6441091806528306e-04,8.2167768177609114e-03,2.6262248157513801e-04
4.9000000000000000e+01,5.0000000000000000e+00,"1BDeGau08100005","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",1.7053905575930700e-02,1.8388841273731402e-01,2.2338289572357899e+03,7.9529560308188809e+02,5.9937930590288002e-01,1.5161902284220099e+04,1.8276446332829300e+02,-1.7092771926445992e-02,3.4650300243315296e-01,9.4068885272495205e-03,2.0740900704008598e-02,2.8642844877448503e+00,2.1409481177344500e+02,1.4472736933572400e-02,-2.6941977411123380e-01,1.0337438458593800e+01,1.1269764126459100e-01,5.0836960614198602e-02,-7.3588693846694236e-03,1.6611072577991798e-02,2.9097437817403003e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,8.3055660291195103e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,-2.8101332842055761e-04,3.6712937871091504e-03,-2.4774432031834720e-04
5.0000000000000000e+01,6.0000000000000000e+00,"1BDeGau08100006","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",-6.2515655772774018e-03,1.1075347171960399e+00,3.2660660687114100e+03,8.5421342618861308e+02,4.3298153894916197e-01,1.7338411700050099e+04,2.2847004268325600e+02,1.7689650726039598e-02,2.6297055221747001e-01,1.0020424985680600e-02,2.7089873630863300e-02,2.6426963156898102e+00,2.1714963278458899e+02,1.4075363864465000e-02,4.1054353746053301e-01,1.2133434148922301e+01,1.4476591032536998e-01,3.2120034073236901e-02,-7.3588693846694236e-03,1.9097482322926500e-02,3.3047693592219506e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,1.1279380469132301e-01,4.5146353191314499e-03,3.4158998571309502e-04
5.1000000000000000e+01,7.0000000000000000e+00,"1BDeGau08100007","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"04/29/09 00:00:00",-3.0225938756234270e-02,2.0913532860830700e-01,2.1245621325129200e+03,7.4535332575232701e+02,7.1070282053508305e-01,1.3684060794762401e+04,1.6787977295630998e+02,7.3141947549355806e-03,2.6620500563043098e-01,4.0375259060117900e-03,1.2793937271570601e-02,2.1502763680786101e+00,1.9780896314351000e+02,1.7219188969346100e-02,-6.7843897829212718e-01,9.2220694130158503e+00,6.8255030469338909e-02,3.5097186118350603e-02,-2.8073172657583595e-03,8.9636144252604501e-03,4.0731465806929303e-02,-5.3541376581575390e-04,4.8630323808628701e-04,-3.7776376298554604e-04,5.7893094946029496e-05,-2.3041039608706908e-04,-2.1851461621594099e-04,-2.7600372280097964e-04,-3.7804250505068870e-04,3.9445662536455300e-03,-1.1184069306383970e-04
5.2000000000000000e+01,8.0000000000000000e+00,"1BDeGau08100008","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",1.0244036703960700e-02,3.7305735182833805e-01,3.2609493351457900e+03,8.9172153312143996e+02,8.4662718983552598e-01,1.7133833749049998e+04,4.5912052142979900e+02,-1.7092771926445992e-02,3.5140979856193100e-01,1.1376394660408601e-02,4.1505408805369098e-02,2.6419307707894801e+00,2.4080925058711099e+02,1.5335673332116100e-02,5.3512062057960708e-01,3.5494730726383402e+01,2.4560916727622500e-01,5.9801509169160098e-02,-7.3588693846694236e-03,1.0087552603937501e-01,1.4302810452092501e-01,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,2.8565857945071798e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,1.5959886770698000e-03,3.5474839433234200e-03,-2.4774432031834720e-04
5.3000000000000000e+01,9.0000000000000000e+00,"1BDeGau08100009","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",1.2259348179832400e-02,4.4438049782603201e-01,2.3120454417769602e+03,1.0190256025271000e+03,5.6534221177160893e-01,1.9562575605377599e+04,1.8721688482804799e+02,-1.7092771926445992e-02,2.5539970607425500e-01,5.3206910472050001e-03,8.4871491846292713e-03,2.8126250298937698e+00,1.4409791281304200e+02,1.7913590570181298e-02,3.4167897434923300e-01,2.6311197872372198e+01,1.0610925147689200e-01,1.8114073890537298e-02,-7.3588693846694236e-03,2.7946311019462600e-02,3.5697134518456498e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,3.1411674842004400e-03,1.6572578798064602e-03,-2.4774432031834720e-04
5.4000000000000000e+01,1.0000000000000000e+01,"1BDeGau08100010","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",2.2488911048815102e-02,2.0319511545013902e-01,1.9539065507530399e+03,9.9220623262737899e+02,1.5851731188653100e+00,2.0507707732737599e+04,1.8715688014410000e+02,-1.7092771926445992e-02,3.5398647758785801e-01,2.2508030451034501e-03,2.9336806447969200e-02,2.6738439360210999e+00,1.7189110813796898e+02,1.7170405276695402e-02,-2.6941977411123380e-01,3.8255910889621894e+01,1.5512107366383099e-01,2.9789834902669298e-02,-7.3588693846694236e-03,2.9775635429943902e-02,6.8796797907245202e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,1.3801687585649001e-03,7.1124733109445403e-03,3.6683161270299600e-04
5.5000000000000000e+01,1.1000000000000000e+01,"1BDeGau08100011","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"04/29/09 00:00:00",5.8960825667874903e-02,7.0896812250694907e-01,2.6736544083495801e+03,8.2117511974983893e+02,3.3873779964760803e-01,1.4883880057352100e+04,1.9238656313395600e+02,-5.0903350213910344e-03,4.0854693219404697e-01,8.8328261941950995e-03,-6.3156372319525290e-03,2.7306725110842498e+00,2.3996276347522499e+02,1.7794734072363001e-02,-6.7843897829212718e-01,7.0715628293231589e+01,8.0811730021552911e-02,3.0224137040553298e-02,-2.8073172657583595e-03,6.8340230185931009e-02,5.3888988271838301e-02,-5.3541376581575390e-04,-9.9858887936928091e-05,-3.7776376298554604e-04,6.3362846723790699e-05,2.8536432038677698e-04,-2.1851461621594099e-04,-2.7600372280097964e-04,1.6724443364872100e-03,2.5246366670994102e-03,-1.1184069306383970e-04
5.6000000000000000e+01,1.2000000000000000e+01,"1BDeGau08100012","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"04/28/09 00:00:00",2.2599961767330999e-02,4.9472495046695097e-01,2.4566683963164101e+03,6.6539162807994194e+02,4.4509109503650002e-01,1.2392569438664199e+04,1.4958349840494301e+02,1.3907335697088501e-02,2.8370050142109199e-01,4.0387727241556499e-03,5.4883867669071600e-02,2.0627247805356399e+00,2.1057186058706799e+02,1.2865650891330301e-02,-1.1339287772838734e-01,2.0808878978421198e+01,1.0403383003099699e-01,3.8319305044425905e-02,-2.2798991457957697e-03,3.0830607771094498e-01,4.7891060711555002e-02,3.9734835613710901e-04,2.3904473534799402e-03,-7.7233565727603890e-04,-3.4542845134702182e-04,-3.4287593966331333e-04,-2.0231072635923280e-04,5.9021212880291001e-05,3.3312646488432903e-03,2.1731761404620801e-03,-9.1153143802060022e-05
5.7000000000000000e+01,1.3000000000000000e+01,"1BDeGau08100013","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"04/29/09 00:00:00",-3.0225938756234270e-02,2.3790979933819198e-01,2.1557687625789299e+03,8.1275147824982707e+02,3.1852259545280298e-01,1.5991243824173300e+04,1.5759023534571901e+02,2.0503948746032598e-02,1.7767357646690701e-01,5.4315943091842803e-03,7.3782673043756904e-03,1.9747350972818398e+00,1.6657809606320100e+02,1.6763577959855700e-02,-6.7843897829212718e-01,2.6227734268674901e+01,1.0805901674852300e-01,4.8909835469988103e-02,-2.8073172657583595e-03,4.4979130348877398e-02,4.2845462700737198e-02,-5.3541376581575390e-04,1.5918653891012301e-04,-3.7776376298554604e-04,1.4415256561340400e-04,-2.3041039608706908e-04,-2.1851461621594099e-04,-2.7600372280097964e-04,1.4462218665579302e-03,1.6287687275938700e-03,1.7547242498601801e-04
5.8000000000000000e+01,1.4000000000000000e+01,"1BDeGau08110014","GAU",8.0000000000000000e+00,5.0000000000000000e+00,"05/20/09 00:00:00",8.9350271822232000e-03,3.2627397222915405e-01,1.8208054112723401e+03,8.9222786759271401e+02,2.9227797566120500e-01,1.6713986132795300e+04,1.6332984261361099e+02,-1.7092771926445992e-02,3.1447255975780503e-01,6.7968128134990799e-03,-6.8973037053075281e-03,2.7176751804357098e+00,1.1049025899082700e+02,1.4988718397189399e-02,-2.6941977411123380e-01,4.5350742611228100e+01,1.0493901323798600e-01,1.6112360085365301e-02,-7.3588693846694236e-03,6.6192740486812299e-02,4.7814038334853898e-02,-4.2265263130613728e-04,-6.0710616493328605e-04,-7.4188653900060422e-04,-3.4837099728594000e-04,-2.5690513180938983e-04,-2.7323579789258949e-04,-1.0689972871808412e-04,1.3658089277149902e-03,2.3182443467701700e-03,-2.4774432031834720e-04
