ID,NR,TraceSampleCode,Region,RegionNo,d15N,LabNo
1.8900000000000000e+02,1.5000000000000000e+01,"1BItTos07100005","TOS",2.0000000000000000e+01,6.2100000000000000e+00,
1.9000000000000000e+02,1.6000000000000000e+01,"1BItTos07100006","TOS",2.0000000000000000e+01,6.2199999999999998e+00,
1.9100000000000000e+02,1.7000000000000000e+01,"1BItTos07100007","TOS",2.0000000000000000e+01,6.2500000000000000e+00,
1.9200000000000000e+02,1.8000000000000000e+01,"1BItTos07100008","TOS",2.0000000000000000e+01,6.4400000000000004e+00,
1.9300000000000000e+02,1.9000000000000000e+01,"1BItTos08010001","TOS",2.0000000000000000e+01,4.9000000000000004e+00,
1.9400000000000000e+02,2.0000000000000000e+01,"1BItTos08010002","TOS",2.0000000000000000e+01,4.7900000000000000e+00,
1.9500000000000000e+02,1.0000000000000000e+00,"1BItTre08__0007","TRE",2.1000000000000000e+01,3.7000000000000002e+00,
1.9600000000000000e+02,2.0000000000000000e+00,"1BItTre08__0008","TRE",2.1000000000000000e+01,4.9299999999999997e+00,
1.9700000000000000e+02,3.0000000000000000e+00,"1BItTre08__0009","TRE",2.1000000000000000e+01,5.2700000000000005e+00,
1.9800000000000000e+02,4.0000000000000000e+00,"1BItTre08050001","TRE",2.1000000000000000e+01,3.8100000000000001e+00,
1.9900000000000000e+02,5.0000000000000000e+00,"1BItTre08050002","TRE",2.1000000000000000e+01,3.4500000000000002e+00,
2.0000000000000000e+02,6.0000000000000000e+00,"1BItTre08060003","TRE",2.1000000000000000e+01,5.5000000000000000e+00,
2.0100000000000000e+02,7.0000000000000000e+00,"1BItTre08060004","TRE",2.1000000000000000e+01,6.2199999999999998e+00,
2.0200000000000000e+02,8.0000000000000000e+00,"1BItTre08070005","TRE",2.1000000000000000e+01,4.7900000000000000e+00,
2.0300000000000000e+02,9.0000000000000000e+00,"1BItTre08080006","TRE",2.1000000000000000e+01,5.2300000000000004e+00,
2.0400000000000000e+02,1.0000000000000000e+01,"1BItTre08110010","TRE",2.1000000000000000e+01,3.0300000000000002e+00,
2.0500000000000000e+02,1.1000000000000000e+01,"1BItTre08110011","TRE",2.1000000000000000e+01,4.4299999999999997e+00,
2.0600000000000000e+02,1.2000000000000000e+01,"1BItTre08110012","TRE",2.1000000000000000e+01,4.1699999999999999e+00,
2.0700000000000000e+02,1.3000000000000000e+01,"1BItTre08110013","TRE",2.1000000000000000e+01,4.5099999999999998e+00,
2.0800000000000000e+02,1.4000000000000000e+01,"1BItTre08110014","TRE",2.1000000000000000e+01,4.7100000000000000e+00,
2.0900000000000000e+02,1.5000000000000000e+01,"1BItTre08110015","TRE",2.1000000000000000e+01,5.2599999999999998e+00,
2.1000000000000000e+02,1.6000000000000000e+01,"1BItTre08110016","TRE",2.1000000000000000e+01,4.3700000000000001e+00,
2.1100000000000000e+02,1.7000000000000000e+01,"1BItTre08110017","TRE",2.1000000000000000e+01,4.4400000000000004e+00,
2.1200000000000000e+02,1.8000000000000000e+01,"1BItTre08110018","TRE",2.1000000000000000e+01,4.4000000000000004e+00,
2.1300000000000000e+02,1.9000000000000000e+01,"1BItTre08110019","TRE",2.1000000000000000e+01,5.0599999999999996e+00,
2.1400000000000000e+02,2.0000000000000000e+01,"1BItTre08110020","TRE",2.1000000000000000e+01,3.6699999999999999e+00,
2.1500000000000000e+02,2.1000000000000000e+01,"1BItTre08110021","TRE",2.1000000000000000e+01,5.0899999999999999e+00,
2.1600000000000000e+02,2.2000000000000000e+01,"1BItTre08110022","TRE",2.1000000000000000e+01,5.1500000000000004e+00,
2.1700000000000000e+02,2.3000000000000000e+01,"1BItTre08110023","TRE",2.1000000000000000e+01,4.8899999999999997e+00,
2.1800000000000000e+02,2.4000000000000000e+01,"1BItTre08110024","TRE",2.1000000000000000e+01,5.4699999999999998e+00,
2.1900000000000000e+02,2.5000000000000000e+01,"1BItTre08110025","TRE",2.1000000000000000e+01,4.7900000000000000e+00,
