ID,NR,TraceSampleCode,Region,RegionNo,d2H,LabNo
1.8600000000000000e+02,1.3000000000000000e+01,"1BItTos07100003","TOS",2.0000000000000000e+01,-9.2370000000000005e+01,
1.8700000000000000e+02,1.4000000000000000e+01,"1BItTos07100004","TOS",2.0000000000000000e+01,-9.1579999999999998e+01,
1.8800000000000000e+02,1.5000000000000000e+01,"1BItTos07100005","TOS",2.0000000000000000e+01,-9.3150000000000006e+01,
1.8900000000000000e+02,1.6000000000000000e+01,"1BItTos07100006","TOS",2.0000000000000000e+01,-9.1420000000000002e+01,
1.9000000000000000e+02,1.7000000000000000e+01,"1BItTos07100007","TOS",2.0000000000000000e+01,-9.2060000000000002e+01,
1.9100000000000000e+02,1.8000000000000000e+01,"1BItTos07100008","TOS",2.0000000000000000e+01,-9.1829999999999998e+01,
1.9200000000000000e+02,1.9000000000000000e+01,"1BItTos08010001","TOS",2.0000000000000000e+01,-9.3879999999999995e+01,
1.9300000000000000e+02,2.0000000000000000e+01,"1BItTos08010002","TOS",2.0000000000000000e+01,-9.0000000000000000e+01,
1.9400000000000000e+02,1.0000000000000000e+00,"1BItTre08__0007","TRE",2.1000000000000000e+01,-1.0606000000000000e+02,
1.9500000000000000e+02,2.0000000000000000e+00,"1BItTre08__0008","TRE",2.1000000000000000e+01,-1.0662000000000000e+02,
1.9600000000000000e+02,3.0000000000000000e+00,"1BItTre08__0009","TRE",2.1000000000000000e+01,-9.3489999999999995e+01,
1.9700000000000000e+02,4.0000000000000000e+00,"1BItTre08050001","TRE",2.1000000000000000e+01,-1.0346000000000001e+02,
1.9800000000000000e+02,5.0000000000000000e+00,"1BItTre08050002","TRE",2.1000000000000000e+01,-1.0253000000000000e+02,
1.9900000000000000e+02,6.0000000000000000e+00,"1BItTre08060003","TRE",2.1000000000000000e+01,-1.0016000000000000e+02,
2.0000000000000000e+02,7.0000000000000000e+00,"1BItTre08060004","TRE",2.1000000000000000e+01,-1.0874000000000001e+02,
2.0100000000000000e+02,8.0000000000000000e+00,"1BItTre08070005","TRE",2.1000000000000000e+01,-1.0139000000000000e+02,
2.0200000000000000e+02,9.0000000000000000e+00,"1BItTre08080006","TRE",2.1000000000000000e+01,-9.9400000000000006e+01,
2.0300000000000000e+02,1.0000000000000000e+01,"1BItTre08110010","TRE",2.1000000000000000e+01,-9.3280000000000001e+01,
2.0400000000000000e+02,1.1000000000000000e+01,"1BItTre08110011","TRE",2.1000000000000000e+01,-9.7750000000000000e+01,
2.0500000000000000e+02,1.2000000000000000e+01,"1BItTre08110012","TRE",2.1000000000000000e+01,-1.0071000000000001e+02,
2.0600000000000000e+02,1.3000000000000000e+01,"1BItTre08110014","TRE",2.1000000000000000e+01,-9.9299999999999997e+01,
2.0700000000000000e+02,1.4000000000000000e+01,"1BItTre08110015","TRE",2.1000000000000000e+01,-9.6200000000000003e+01,
2.0800000000000000e+02,1.5000000000000000e+01,"1BItTre08110016","TRE",2.1000000000000000e+01,-1.0150000000000000e+02,
2.0900000000000000e+02,1.6000000000000000e+01,"1BItTre08110020","TRE",2.1000000000000000e+01,-1.0370000000000000e+02,
2.1000000000000000e+02,1.7000000000000000e+01,"1BItTre08110023","TRE",2.1000000000000000e+01,-9.9700000000000003e+01,
2.1100000000000000e+02,1.8000000000000000e+01,"1BItTre08110025","TRE",2.1000000000000000e+01,-1.0340000000000001e+02,
2.1200000000000000e+02,1.9000000000000000e+01,"1BItTre08110026","TRE",2.1000000000000000e+01,-9.8500000000000000e+01,
