Sample type,Harvest year,Lab code,Short code,Origin,Country,18O,13C,15N,34S,Na,Mg,Al,P,S,K,Ca,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Mo,Cd,Cs,Ba,Hg,Pb
Strawberry,2020,JAG-20-21,S-20-21,Test SLO,Slovenia,-0.552311673,-27.62084531,5.350008138,3.476231511,10.76262522,1.101063791,18.29813238,1.697097159,0.648484936,12.15514129,1.19216703,22.38461451,31.53729509,37.06621725,23.75811945,55.3551789,709.0061075,4.740804151,10.37731412,7.581225028,9.477634177,8.726026763,3.145012555,123.9113106,38.15106503,7.202891102,5.659999638,NaN,NaN
Strawberry,2020,JAG-20-23,S-20-23,Test SLO,Slovenia,-1.020507335,-27.34160846,3.971642928,1.337313765,16.40454569,1.023536089,20.78716706,1.963182612,0.895069151,10.17868544,2.455223492,17.64163207,28.54958406,24.36731632,15.30026388,83.45009978,209.0931623,5.679875003,10.0050019,12.2708164,4.203934386,1.127615932,2.868605908,708.5663721,3.49701754,3.373016944,3.658346591,1.050601238,13.81500272
Strawberry,2020,JAG-20-24,S-20-24,Test SLO,Slovenia,0.046459913,-26.41770667,4.610847867,2.641322778,19.12370289,0.803345173,13.72193957,1.444517984,0.591037212,10.29710771,1.436080031,21.00728436,29.30516826,13.46714374,18.68758567,26.64841624,194.0222367,2.019617173,4.107218478,6.518553399,NaN,3.892766443,2.233399489,174.9927493,3.379963808,7.253959859,3.239908004,0.45201853,14.42327012
Strawberry,2020,JAG-20-27,S-20-27,Test SLO,Slovenia,-0.643612235,-27.00814789,5.71029867,2.384297644,5.923219523,0.954582816,NaN,1.733126188,0.689382687,8.586704854,1.741230276,8.200496149,NaN,10.68306623,18.07653013,59.70943057,132.1305289,4.173582475,9.378290838,5.03928094,9.084620047,3.274562994,2.675384307,409.9140911,1.90564811,6.894320384,2.275930462,0.49043642,NaN
Strawberry,2020,JAG-20-31,S-20-31,Test SLO,Slovenia,-1.752995874,-26.58792526,6.521742349,2.600547511,6.454209023,1.185749837,8.737133303,2.026038266,0.854240086,12.5353602,2.261066775,10.10038612,NaN,48.61565581,29.97883804,151.8267322,1203.655047,6.304060803,12.76776421,11.16659885,14.43329061,1.064337861,3.813641007,276.7708596,20.87808568,3.948040689,8.555078603,1.208689806,NaN
Strawberry,2020,JAG-20-38,S-20-38,Test SLO,Slovenia,0.125997183,-26.65256272,2.42985939,1.411162433,49.91155542,1.020171685,18.06293067,1.776326078,0.78682802,12.11420158,1.971912352,33.38384064,NaN,26.02971813,21.75344764,77.81508111,228.08384,4.992382188,6.702642304,13.13902549,NaN,0.743274445,2.401672409,358.120271,3.097053627,2.908249869,3.073645121,NaN,12.76460159
Strawberry,2020,JAG-20-39,S-20-39,Test SLO,Slovenia,-2.124287153,-27.91917383,4.636597458,3.283372169,8.603009593,1.130142662,NaN,1.935462061,0.792408558,13.36874294,2.286380739,10.78675779,43.37504161,49.27588681,21.32307875,32.1354003,559.1277014,4.889565776,12.08419316,5.652284383,8.563262119,13.03726709,5.138854744,333.6207597,134.7649561,6.992108561,15.37110373,NaN,NaN
Strawberry,2020,JAG-20-41,S-20-41,Test SLO,Slovenia,-1.424029291,-28.92437392,3.766596774,3.640574699,11.4284372,1.077949342,7.455872156,1.833521685,0.713399712,12.47325738,1.649187874,15.71944672,NaN,27.50037536,13.66639332,61.7986753,40.8773211,2.740230851,8.059089277,4.239426196,NaN,2.383176099,1.524132691,232.0278278,65.2903819,1.306608578,2.365965459,NaN,18.60179722
Strawberry,2020,JAG-20-43,S-20-43,Test SLO,Slovenia,-1.943720885,-27.48907167,4.102685486,2.581970369,26.80493508,1.082528615,7.933670762,1.65511898,0.751029787,14.57075993,2.027829678,20.17529167,24.08706155,22.85461057,30.47591871,27.74694517,387.5537695,3.665601711,17.24244655,6.235936034,3.129425575,4.144076513,4.072763368,116.1482817,75.56430505,10.81452217,12.04151051,0.774588381,25.01205967
Strawberry,2020,JAG-20-55,S-20-55,Test SLO,Slovenia,-2.564998431,-26.42611002,4.556293041,2.099968831,12.34339397,1.418032126,NaN,2.100171779,0.823890918,10.23127895,3.43501858,15.9787147,NaN,27.82159012,32.42232581,43.77790609,778.8784224,4.220217244,11.63629461,NaN,3.189032047,4.089701885,8.078424972,74.91375874,81.28417322,11.27441564,16.92433186,0.766555174,NaN
