Sample type,Harvest year,Lab code,Short code,Origin,Country,18O,13C,15N,34S,Na,Mg,Al,P,S,K,Ca,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Mo,Cd,Cs,Ba,Hg,Pb
Strawberry,2020,JAG-20-05,S-20-05,Authentic SLO,Slovenia,-2.181128312,-27.50983048,8.270533306,2.377912251,8.054410227,0.993041823,3.264233793,2.218090615,0.742209395,13.716379,2.893267827,16.60724205,15.22478247,25.9482038,23.42719595,27.49008644,1234.933348,6.073153056,11.18110177,2.466625002,3.285784376,3.805892001,8.886367299,117.1070894,20.91230258,9.100995011,10.37314997,0.47923855,NaN
Strawberry,2020,JAG-20-06,S-20-06,Authentic SLO,Slovenia,-1.111173518,-28.15689219,-0.14370882,-1.868255057,13.2039576,0.809866007,NaN,1.43385512,0.629301694,10.2259236,1.86114857,16.18460904,15.75508339,22.0546657,13.14159915,62.03395397,203.8904022,3.534381066,6.820878311,6.797552942,6.079134611,0.901918001,2.963439095,492.0599389,2.705465795,4.052620463,2.811070929,0.455352017,45.9689104
Strawberry,2020,JAG-20-07,S-20-07,Authentic SLO,Slovenia,0.571377246,-27.6207268,0.967504093,-2.731422576,19.35404939,0.879965498,4.606441207,1.605235237,0.64562742,10.08706353,2.250538761,17.41402813,NaN,19.13362727,12.9928286,60.95639544,181.0429394,3.429557936,6.965942644,7.168959628,11.35275658,0.835357669,2.868810528,386.0258938,2.629011066,3.70673687,3.012535283,0.478488904,12.41234758
Strawberry,2020,JAG-20-08,S-20-08,Authentic SLO,Slovenia,0.252993606,-26.83054981,3.887031579,1.961992481,13.42003909,0.820064507,3.537821945,1.529079512,0.606496594,8.971736396,1.833547997,14.07228682,17.23026017,17.58181323,20.67784955,29.27589058,224.5852177,2.224101562,5.536391108,3.370700084,4.153395526,2.118033408,2.226639781,235.5762261,6.372109704,4.244088991,2.784127895,NaN,NaN
Strawberry,2020,JAG-20-10,S-20-10,Authentic SLO,Slovenia,0.576882058,-26.24973962,1.538397735,1.702225101,9.31666609,1.118232563,11.99177392,1.829285921,0.857426338,13.33367489,2.146216703,23.15909218,29.68879915,19.14871298,26.77863411,45.02364136,110.3642738,2.643412657,7.516677152,19.31665141,12.03757028,4.598383382,4.599123415,917.8080107,3.430400238,4.552983983,3.26842421,0.427518099,24.50921909
Strawberry,2020,JAG-20-11,S-20-11,Authentic SLO,Slovenia,-0.764765057,-26.94594034,3.719587785,1.68874972,9.370350834,1.07339194,55.17128885,1.693448791,0.677522818,12.85854113,1.676761944,84.35634384,86.98052517,13.53905299,39.78291317,53.5720771,154.449478,3.297191549,6.331232838,14.27752044,9.517175497,2.877132997,1.614397016,397.0196557,3.513427139,7.863183573,4.688151747,0.34050425,NaN
Strawberry,2020,JAG-20-12,S-20-12,Authentic SLO,Slovenia,-1.623865893,-25.55686052,3.493715263,1.437076744,4.661630662,0.925524365,15.28368176,1.346270502,0.586964412,11.90140449,1.794896139,13.05898546,29.65716897,16.24981123,18.71425576,28.76563271,222.1751615,2.982624583,6.366752459,13.90644494,NaN,1.880513684,3.814430552,166.7208133,6.053353858,2.67005605,5.149054161,0.499356543,14.85014472
Strawberry,2020,JAG-20-14,S-20-14,Authentic SLO,Slovenia,-0.326248648,-26.46311808,8.440999104,0.664517009,7.127073615,1.023477878,42.12377889,1.521293711,0.491470933,11.45483362,1.226140205,58.31552675,67.29951349,13.06935716,26.7641891,43.7674685,111.2614892,1.764552614,7.45925231,17.21170304,4.195717311,1.610369732,1.772192388,358.2041081,10.53958481,3.183094079,1.539008512,0.318848739,24.76761217
Strawberry,2020,JAG-20-15,S-20-15,Authentic SLO,Slovenia,-1.743236837,-26.19998386,-0.514548469,-1.924093225,12.26721681,0.868877578,NaN,1.584194432,0.654595703,10.81337721,1.652596807,10.23834401,15.18698901,10.4958071,23.93986808,23.64009082,161.2230009,3.700469639,8.732708563,7.543839305,7.799351129,1.436862802,2.148160829,557.671133,4.527613879,3.134188694,4.750167795,0.571377623,NaN
Strawberry,2020,JAG-20-16,S-20-16,Authentic SLO,Slovenia,1.250074489,-26.50219123,2.671615664,2.4053563,4.404630492,0.757986759,NaN,1.539015447,0.594939693,11.49820452,1.788655615,9.46811528,15.68379719,36.41087361,14.3824861,58.84861654,540.6456085,3.340279085,7.978172914,NaN,4.028119513,9.069079803,3.174742268,61.54358648,43.30839686,8.747374182,6.839546995,0.552717899,NaN
Strawberry,2020,JAG-20-20,S-20-20,Authentic SLO,Slovenia,-0.142625855,-26.28918396,2.468339225,4.242995307,12.65815684,1.140912837,NaN,1.964846032,0.797000119,11.63937468,2.587430969,13.03778596,25.94410349,12.47406768,27.69514475,33.82262495,135.7872985,4.232660238,10.49460822,13.95556308,NaN,0.869799424,3.348668903,650.220448,10.46772813,3.494038118,4.411028702,0.447835454,11.45497143
Strawberry,2020,JAG-20-22,S-20-22,Authentic SLO,Slovenia,-0.846726608,-25.92879583,5.855910625,5.959772975,14.837189,0.904881575,33.16958426,1.311463795,0.487405845,10.50496926,1.559575375,19.67919326,54.13970808,15.83486905,16.36003823,20.54438884,217.6762246,2.230286405,6.317140999,24.24873414,3.756529482,1.160538924,3.847811691,75.03154011,41.71897325,4.143255003,4.720298749,0.326872127,21.97163125
Strawberry,2020,JAG-20-26,S-20-26,Authentic SLO,Slovenia,1.417376,-25.19660385,7.098162271,3.065788283,2.785622066,1.171670176,8.321700817,1.79866114,0.69099863,11.16672555,2.272613835,10.79243298,NaN,19.11931073,23.22738725,65.97052123,296.0489798,7.77909373,9.062852728,7.588327745,NaN,1.191825192,3.117310568,157.1719014,7.781327324,3.601774087,6.335438257,0.505863439,NaN
Strawberry,2020,JAG-20-28,S-20-28,Authentic SLO,Slovenia,-2.425865135,-27.47478731,3.273991424,1.93171635,7.581951173,1.014334749,NaN,1.754213736,0.691555783,14.41965877,1.494780702,5.983882825,NaN,29.60774303,24.63487559,40.07811943,1772.248633,5.128163941,11.51409466,3.285308152,6.855628088,3.425875548,3.477368901,91.21118094,193.4762599,5.848970803,9.955527499,0.800887769,NaN
Strawberry,2020,JAG-20-29,S-20-29,Authentic SLO,Slovenia,-2.658395005,-27.2400009,2.871979387,3.716337359,13.93163919,0.816901642,NaN,1.645094382,0.637391195,12.6910305,1.236026503,7.390499811,NaN,20.91864214,12.69534348,62.20643479,161.88026,3.590441082,7.875164472,5.280328724,NaN,1.637378687,1.779617878,504.1874391,7.149984856,0.962612856,2.407605983,NaN,NaN
Strawberry,2020,JAG-20-30,S-20-30,Authentic SLO,Slovenia,-1.393908406,-25.7284607,-0.119647966,-4.792448406,4.491222619,1.140552482,NaN,2.016828371,0.735975243,13.13980861,2.178098884,6.601595639,17.3812759,16.88944488,28.50219885,60.16854693,135.7419813,3.404553643,7.700610386,7.664767812,NaN,1.35299546,3.296064585,513.017284,7.394549479,1.897075938,4.74698319,0.535364475,NaN
Strawberry,2020,JAG-20-32,S-20-32,Authentic SLO,Slovenia,-1.160595544,-27.3509603,6.506034278,3.834379431,8.281765168,0.971288197,16.15906935,1.625824518,0.64352739,9.405088082,1.764067752,9.276121022,22.21642613,24.71408029,16.64682196,82.67957128,103.901114,2.835591895,8.008285476,8.293467619,NaN,2.132655161,1.892968869,198.2885435,13.79589906,2.393913068,3.396969404,0.542564954,NaN
Strawberry,2020,JAG-20-34,S-20-34,Authentic SLO,Slovenia,-2.363840776,-27.88302882,-1.25677624,0.621656175,16.63028329,1.025776295,36.26821506,2.049429831,0.600639344,15.03999596,1.255150091,70.94371683,15.6598416,24.03042995,45.90398801,32.88026609,53.32750608,0.880637832,4.531896656,18.49510922,NaN,2.394322389,1.893801942,438.1205639,19.07871951,3.574753261,1.706044478,0.75391706,28.05264256
Strawberry,2020,JAG-20-35,S-20-35,Authentic SLO,Slovenia,0.33937364,-27.40162408,3.58988102,3.146138744,5.595777263,1.016227674,NaN,1.71199625,0.58456926,11.07410995,1.359812912,12.52257222,NaN,25.9119352,17.6950498,34.33685853,37.95998276,3.40272701,8.091815522,3.16342524,4.814273861,3.472052939,1.519546095,220.2529308,6.867988157,1.034488382,2.702744261,NaN,NaN
Strawberry,2020,JAG-20-36,S-20-36,Authentic SLO,Slovenia,-1.758482529,-26.99609575,5.198247178,-1.295032087,46.76973346,0.893468393,46.80001615,2.187542586,0.834175458,9.088470587,2.087714363,81.8445057,47.38181521,15.97615228,49.99454593,22.55667072,1613.831561,4.548045208,11.10271521,11.96907294,14.43427509,14.75338579,8.238020806,147.4293665,53.71598252,79.72288044,8.194783924,0.90928679,15.53375918
Strawberry,2020,JAG-20-37,S-20-37,Authentic SLO,Slovenia,-0.294710281,-25.77971619,3.16298453,1.399743592,14.9984023,1.264911169,13.00883999,1.897983671,0.775027622,16.42128232,1.460298833,41.3756271,NaN,11.91331311,31.60740822,75.40768744,221.2644131,2.166723905,8.503415984,6.154951506,NaN,4.279632016,3.313315609,446.7432432,6.416505712,1.286842697,7.099890805,NaN,NaN
Strawberry,2020,JAG-20-40,S-20-40,Authentic SLO,Slovenia,-2.610659423,-27.58371664,4.15293529,2.143439549,6.668255005,0.92148214,NaN,1.692165412,0.679984228,12.30618182,1.251886411,9.760037132,NaN,16.14880728,17.13358166,52.82642229,127.4893874,3.64342621,6.915948133,4.559589072,NaN,1.995863175,0.981410388,437.3111055,4.826367809,NaN,1.848097858,NaN,NaN
Strawberry,2020,JAG-20-45,S-20-45,Authentic SLO,Slovenia,-2.168754663,-25.50204737,3.002330091,1.682250786,4.507525517,0.896456443,NaN,1.325841395,0.606675881,10.8343282,1.72924096,4.447419168,NaN,25.37902063,16.09313759,15.57327663,553.9863176,3.357147479,8.223179502,4.277286138,NaN,2.454360575,2.74465302,166.9033899,104.9333642,8.523247262,14.02512346,0.384480434,NaN
Strawberry,2020,JAG-20-46,S-20-46,Authentic SLO,Slovenia,-2.622024121,-26.15833713,2.803719277,3.308448332,12.35354338,0.860661953,6.432570355,1.329095102,0.545417569,10.09641253,1.405842755,22.92028456,44.50565233,29.36830539,22.49857775,59.65009274,727.5437611,3.09896578,6.29749729,4.133040423,10.95021082,1.686312273,3.912771777,117.9814298,8.051625301,3.797733442,6.357064666,0.746655381,NaN
Strawberry,2020,JAG-20-47,S-20-47,Authentic SLO,Slovenia,-2.42392561,-26.30072894,7.140229404,4.210305204,2.757288208,1.024457005,NaN,1.578518248,0.63601297,12.84019341,1.408131306,NaN,NaN,25.27738433,19.08558604,58.31897323,222.5819808,3.695182396,8.589584514,4.92100232,6.40763858,3.219822746,1.488312052,430.6787584,9.548204038,0.860399794,2.747088098,NaN,NaN
Strawberry,2020,JAG-20-49,S-20-49,Authentic SLO,Slovenia,-3.048258959,-27.3492392,5.921007254,3.016072003,7.583801419,1.104920409,NaN,1.699433841,0.657028527,13.48165283,1.88961188,NaN,25.43649303,43.41893543,18.03419546,25.43698668,543.7418662,4.396184698,9.448207229,4.756827702,NaN,13.35778255,4.551116639,305.3577421,133.5488638,12.28752853,13.96330803,NaN,NaN
Strawberry,2020,JAG-20-50,S-20-50,Authentic SLO,Slovenia,-2.193880888,-27.31483728,3.276479276,-0.301045864,5.731637027,1.041411531,NaN,1.702975164,0.537357992,13.04601242,1.600901669,NaN,NaN,11.616152,12.12300305,80.42089426,169.7074194,2.938039402,7.480826853,NaN,6.040040239,2.953393782,2.470901112,406.7738812,1.035333776,5.948017355,2.760905742,NaN,NaN
Strawberry,2020,JAG-20-51,S-20-51,Authentic SLO,Slovenia,-0.648686554,-27.01803239,7.657915619,2.40644884,5.5951296,1.059051319,4.56532346,1.951102682,0.519189379,14.74661619,1.891978293,4.350485334,NaN,13.0092588,15.85031771,71.55528359,216.6370138,2.773947565,7.506946838,3.217668712,8.577391347,1.917196402,5.237129271,102.3003669,4.430528281,7.295882221,5.80844056,0.375789291,NaN
Strawberry,2020,JAG-20-52,S-20-52,Authentic SLO,Slovenia,-2.626327763,-26.93930383,1.665384533,-3.193789493,4.97984988,1.175227012,9.215198652,2.170170025,0.732305109,15.49092579,1.525300595,8.012815801,NaN,32.14582899,21.43145115,129.8240817,315.5063885,5.110099595,12.3358172,10.7490929,11.67884245,0.90287182,1.854202504,728.7112085,4.870430569,1.863073627,1.864510789,NaN,NaN
Strawberry,2020,JAG-20-53,S-20-53,Authentic SLO,Slovenia,-0.301350085,-26.65421777,-1.538621269,-2.181099519,13.42868617,1.467289816,NaN,3.493542205,1.218825743,23.13731739,2.357076704,NaN,15.80426529,42.07092719,28.5631529,3.284955867,NaN,2.618892965,21.31748131,4.310006053,11.66717506,2.512697224,2.08908773,1149.179377,1.641234931,2.667794844,2.291618574,0.406339385,NaN
