Sample type,Harvest year,Lab code,Short code,Origin,Country,18O,13C,15N,34S,Na,Mg,Al,P,S,K,Ca,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Mo,Cd,Cs,Ba,Hg,Pb
Strawberry,2020,JAG-20-26,S-20-26,Authentic SLO,Slovenia,1.42,-25.20,7.10,3.07,2.786,1.172,8.322,1.799,0.691,11.167,2.273,10.792,12.964,19.119,23.227,65.971,296.049,7.779,9.063,7.588,0.046,1.192,3.117,157.172,7.781,3.602,6.335,0.506,5.080
Strawberry,2020,JAG-20-28,S-20-28,Authentic SLO,Slovenia,-2.43,-27.47,3.27,1.93,7.582,1.014,3.000,1.754,0.692,14.420,1.495,5.984,2.974,29.608,24.635,40.078,1772.249,5.128,11.514,3.285,6.856,3.426,3.477,91.211,193.476,5.849,9.956,0.801,5.000
Strawberry,2020,JAG-20-29,S-20-29,Authentic SLO,Slovenia,-2.66,-27.24,2.87,3.72,13.932,0.817,0.962,1.645,0.637,12.691,1.236,7.390,10.118,20.919,12.695,62.206,161.880,3.590,7.875,5.280,1.500,1.637,1.780,504.187,7.150,0.963,2.408,0.143,4.385
Strawberry,2020,JAG-20-30,S-20-30,Authentic SLO,Slovenia,-1.39,-25.73,-0.12,-4.79,4.491,1.141,0.072,2.017,0.736,13.140,2.178,6.602,17.381,16.889,28.502,60.169,135.742,3.405,7.701,7.665,1.500,1.353,3.296,513.017,7.395,1.897,4.747,0.535,4.934
Strawberry,2020,JAG-20-32,S-20-32,Authentic SLO,Slovenia,-1.16,-27.35,6.51,3.83,8.282,0.971,16.159,1.626,0.644,9.405,1.764,9.276,22.216,24.714,16.647,82.680,103.901,2.836,8.008,8.293,1.500,2.133,1.893,198.289,13.796,2.394,3.397,0.543,7.476
Strawberry,2020,JAG-20-34,S-20-34,Authentic SLO,Slovenia,-2.36,-27.88,-1.26,0.62,16.630,1.026,36.268,2.049,0.601,15.040,1.255,70.944,15.660,24.030,45.904,32.880,53.328,0.881,4.532,18.495,1.500,2.394,1.894,438.121,19.079,3.575,1.706,0.754,28.053
Strawberry,2020,JAG-20-35,S-20-35,Authentic SLO,Slovenia,0.34,-27.40,3.59,3.15,5.596,1.016,1.600,1.712,0.585,11.074,1.360,12.523,7.500,25.912,17.695,34.337,37.960,3.403,8.092,3.163,4.814,3.472,1.520,220.253,6.868,1.034,2.703,0.150,4.866
Strawberry,2020,JAG-20-36,S-20-36,Authentic SLO,Slovenia,-1.76,-27.00,5.20,-1.30,46.770,0.893,46.800,2.188,0.834,9.088,2.088,81.845,47.382,15.976,49.995,22.557,1613.832,4.548,11.103,11.969,14.434,14.753,8.238,147.429,53.716,79.723,8.195,0.909,15.534
Strawberry,2020,JAG-20-37,S-20-37,Authentic SLO,Slovenia,-0.29,-25.78,3.16,1.40,14.998,1.265,13.009,1.898,0.775,16.421,1.460,41.376,12.920,11.913,31.607,75.408,221.264,2.167,8.503,6.155,0.751,4.280,3.313,446.743,6.417,1.287,7.100,0.150,3.858
Strawberry,2020,JAG-20-40,S-20-40,Authentic SLO,Slovenia,-2.61,-27.58,4.15,2.14,6.668,0.921,0.696,1.692,0.680,12.306,1.252,9.760,7.500,16.149,17.134,52.826,127.489,3.643,6.916,4.560,1.500,1.996,0.981,437.311,4.826,0.406,1.848,0.150,5.000
Strawberry,2020,JAG-20-45,S-20-45,Authentic SLO,Slovenia,-2.17,-25.50,3.00,1.68,4.508,0.896,1.600,1.326,0.607,10.834,1.729,4.447,7.500,25.379,16.093,15.573,553.986,3.357,8.223,4.277,1.500,2.454,2.745,166.903,104.933,8.523,14.025,0.384,5.000
Strawberry,2020,JAG-20-46,S-20-46,Authentic SLO,Slovenia,-2.62,-26.16,2.80,3.31,12.354,0.861,6.433,1.329,0.545,10.096,1.406,22.920,44.506,29.368,22.499,59.650,727.544,3.099,6.297,4.133,10.950,1.686,3.913,117.981,8.052,3.798,6.357,0.747,2.003
Strawberry,2020,JAG-20-47,S-20-47,Authentic SLO,Slovenia,-2.42,-26.30,7.14,4.21,2.757,1.024,1.600,1.579,0.636,12.840,1.408,3.007,1.826,25.277,19.086,58.319,222.582,3.695,8.590,4.921,6.408,3.220,1.488,430.679,9.548,0.860,2.747,0.155,5.000
Strawberry,2020,JAG-20-49,S-20-49,Authentic SLO,Slovenia,-3.05,-27.35,5.92,3.02,7.584,1.105,0.415,1.699,0.657,13.482,1.890,1.023,25.436,43.419,18.034,25.437,543.742,4.396,9.448,4.757,2.238,13.358,4.551,305.358,133.549,12.288,13.963,0.147,5.000
Strawberry,2020,JAG-20-50,S-20-50,Authentic SLO,Slovenia,-2.19,-27.31,3.28,-0.30,5.732,1.041,0.237,1.703,0.537,13.046,1.601,2.039,4.492,11.616,12.123,80.421,169.707,2.938,7.481,1.696,6.040,2.953,2.471,406.774,1.035,5.948,2.761,0.093,5.000
Strawberry,2020,JAG-20-51,S-20-51,Authentic SLO,Slovenia,-0.65,-27.02,7.66,2.41,5.595,1.059,4.565,1.951,0.519,14.747,1.892,4.350,14.520,13.009,15.850,71.555,216.637,2.774,7.507,3.218,8.577,1.917,5.237,102.300,4.431,7.296,5.808,0.376,5.000
Strawberry,2020,JAG-20-52,S-20-52,Authentic SLO,Slovenia,-2.63,-26.94,1.67,-3.19,4.980,1.175,9.215,2.170,0.732,15.491,1.525,8.013,9.236,32.146,21.431,129.824,315.506,5.110,12.336,10.749,11.679,0.903,1.854,728.711,4.870,1.863,1.865,0.186,5.000
Strawberry,2020,JAG-20-53,S-20-53,Authentic SLO,Slovenia,-0.30,-26.65,-1.54,-2.18,13.429,1.467,1.624,3.494,1.219,23.137,2.357,2.173,15.804,42.071,28.563,3.285,21.799,2.619,21.317,4.310,11.667,2.513,2.089,1149.179,1.641,2.668,2.292,0.406,5.000
Strawberry,2019,JAG-19-03,S-19-03,Abroad,Croatia,-3.18,-26.65,3.55,2.75,46.9,1.17,29.3,2.48,0.825,18.1,0.547,22.6,45.7,90.7,21.4,62.8,923,3.96,13.4,7.13,2.49,1.36,1.47,140,727,1.74,4.29,1.26,13.8
Strawberry,2019,JAG-19-06,S-19-06,Abroad,Croatia,-4.52,-27.61,5.33,4.54,86.9,0.975,11.5,1.9,0.656,12,0.663,13.5,24.9,29.9,19.7,80.8,585,5.5,9.82,8.81,2.5,2.59,3.25,214,41.1,2.93,2.58,5.06,7.5
Strawberry,2019,JAG-19-30,S-19-30,Abroad,Croatia,-3.41,-27.47,2.81,1.31,26.1,1.16,30.3,1.9,0.731,12.2,1.34,20.7,10,22.2,19.2,52.6,156,6.79,7.52,1.38,13.6,0.815,2.2,460,1.6,2.16,2.62,0.328,32
Strawberry,2020,JAG-20-04,S-20-04,Abroad,Croatia,-1.43,-25.66,3.53,1.77,9.712,1.130,6.725,1.856,0.586,14.731,2.017,20.251,29.590,16.529,20.759,41.250,249.613,3.185,6.822,11.053,1.255,2.589,5.671,327.524,5.343,8.274,8.923,0.174,12.547
Strawberry,2020,JAG-20-17,S-20-17,Abroad,Croatia,-1.46,-26.25,0.23,3.20,36.524,1.244,18.810,2.341,0.928,18.796,2.256,36.603,69.540,30.035,47.440,33.270,2669.764,5.960,12.323,17.289,1.500,6.583,6.246,149.191,17.861,8.082,19.258,1.022,11.044
Strawberry,2020,JAG-20-57,S-20-57,Abroad,Croatia,-2.25,-25.85,0.01,3.49,64.476,1.139,8.852,2.411,0.675,14.774,1.521,22.656,31.738,18.485,25.346,18.198,125.300,2.433,11.317,37.949,1.500,2.290,3.790,1253.046,25.879,2.927,1.111,0.955,8.654
Strawberry,2019,JAG-19-07,S-19-07,Abroad,France,0.96,-25.41,1.38,7.00,222,1.04,1.5,2.97,0.711,13.9,0.686,3.04,17.77,15.8,19.2,0.764,9.24,1.43,10.4,2.5,34.7,2.85,2.34,504,0.426,4.87,0.689,2.78,7.5
Strawberry,2019,JAG-19-15,S-19-15,Abroad,France,1.54,-26.68,4.33,3.69,111,0.877,10.4,2.18,0.6,14.1,1.06,15.5,54.8,33.3,15.9,97.9,270,2.36,11.1,71.9,9.16,10.4,8.45,174,112,30.6,2.77,0.562,3.03
Strawberry,2019,JAG-19-52,S-19-52,Abroad,France,-0.55,-26.75,0.24,7.46,47.2,1.08,1.5,2.87,0.634,20.2,0.613,10.2,34.4,26.7,17.6,6.04,24.7,0.754,14.4,8.74,2.5,4.74,2.89,36.2,4.06,8.66,0.49,0.866,19.4
Strawberry,2020,JAG-20-42,S-20-42,Abroad,Greece,1.08,-26.71,1.05,1.03,13.205,1.341,13.634,2.367,0.749,20.975,1.167,38.283,35.337,30.763,36.580,59.132,220.413,2.487,9.382,137.033,17.905,5.344,6.961,567.817,33.304,11.070,2.315,0.335,5.000
Strawberry,2019,JAG-19-04,S-19-04,Abroad,Italy,-3.09,-26.82,4.20,5.13,15.6,1.52,19.5,2.16,0.631,14.8,0.854,7.98,21.2,19,13.3,38.8,63.5,3.45,7.82,47.1,6.56,3.39,2.4,340,16.9,4.35,2.77,2.66,20.9
Strawberry,2019,JAG-19-05,S-19-05,Abroad,Italy,-3.19,-28.55,0.47,6.46,87,1.28,27.4,2.29,0.733,18.1,0.8,30.6,67.9,18.8,33.7,46.8,876,4.95,4.92,24.2,15.6,1.96,4.56,908,6.66,3.48,6.26,1.86,12.6
Strawberry,2019,JAG-19-10,S-19-10,Abroad,Italy,-4.40,-27.23,8.22,4.52,10.4,1.28,26.4,1.91,0.564,15.8,1.23,6.74,27.1,16.4,15.4,15.1,45.6,3.52,5.69,33.3,15,1.34,3.32,289,2.09,1.72,3.34,0.366,11.3
Strawberry,2019,JAG-19-17,S-19-17,Abroad,Italy,-4.05,-27.61,5.17,4.76,10.1,1.21,106,2.01,0.501,14.7,1.23,51.5,238,15.1,22.5,27.7,94.4,2.88,7.84,51.9,10.7,2.14,7.08,293,4.32,4.89,2.32,0.407,66.9
Strawberry,2019,JAG-19-23,S-19-23,Abroad,Italy,-3.17,-28.64,1.41,5.62,11.4,0.852,17.1,1.54,0.713,10.4,1.1,22.8,60.1,18.6,11.4,68.5,220,4.28,6.1,24.1,32.8,4.21,2.5,751,2.63,12.5,4.51,0.422,11.6
Strawberry,2019,JAG-19-24,S-19-24,Abroad,Italy,1.19,-25.69,5.02,6.16,34.2,1,123,1.77,0.564,16.6,0.985,56.8,89.7,13.3,20.8,29.2,37.1,4.14,7.97,48.4,12.7,31.8,7.5,803,11.2,70.9,3,0.833,92.6
Strawberry,2019,JAG-19-29,S-19-29,Abroad,Italy,-2.64,-27.02,1.69,3.78,11,1,5.26,1.43,0.604,11.7,0.923,15.5,28.8,21.9,18,101,349,2.95,5.62,2.17,1.25,1.74,4.82,489,16,2.15,1.64,0.723,7.5
Strawberry,2019,JAG-19-54,S-19-54,Abroad,Italy,-4.14,-25.78,-0.57,2.00,1.88,1.06,5.84,2.63,0.668,20,1.03,22.8,63.9,19.1,20,1.99,28.9,0.958,6.8,8.8,4.77,3.98,23,345,1.29,2.29,0.874,1.23,2.93
Strawberry,2019,JAG-19-55,S-19-55,Abroad,Italy,-2.64,-26.77,6.67,3.64,64.1,1.15,12.8,2.58,0.633,19.7,1.4,38.1,77.4,29.2,20.1,22,360,3.83,13.3,31.4,9.96,3.61,7.08,848,150,2.77,7.82,1.11,5.27
Strawberry,2019,JAG-19-56,S-19-56,Abroad,Italy,-1.64,-26.42,-0.91,10.63,39.6,1.41,6.58,2.62,0.72,19.1,1.45,24.2,65,28.1,22.7,58.3,48.6,0.918,11.2,79.7,6.97,5.89,15,507,11.4,8.47,3.37,1.5,7.68
Strawberry,2019,JAG-19-58,S-19-58,Abroad,Italy,-2.41,-26.94,-1.21,2.92,24.00,1.15,1.74,2.48,0.71,16.33,1.23,7.43,4.69,29.65,23.70,6.26,6.36,1.04,6.88,5.10,2.50,3.97,31.28,610.50,3.38,5.87,1.64,0.85,8.95
Strawberry,2019,JAG-19-59,S-19-59,Abroad,Italy,-3.21,-25.60,-0.03,3.41,30.14,1.80,1.82,3.08,0.85,20.07,1.92,7.56,7.15,13.93,26.62,12.63,32.51,2.49,11.43,14.00,2.78,3.37,9.50,1037.27,11.64,4.60,2.03,0.50,1.22
Strawberry,2020,JAG-20-13,S-20-13,Abroad,Italy,1.36,-26.04,2.06,-8.01,10.801,1.055,5.794,1.801,0.662,14.682,1.675,14.663,18.780,30.680,19.516,92.519,146.716,2.829,6.594,25.768,54.864,1.675,9.824,1102.610,6.044,1.107,7.318,0.318,16.973
Strawberry,2020,JAG-20-25,S-20-25,Abroad,Italy,2.21,-25.70,3.41,4.51,11.061,1.087,33.008,1.427,0.610,14.183,1.438,47.862,36.637,24.479,20.265,58.328,66.526,3.061,6.145,16.186,18.982,10.889,8.623,1323.932,9.389,11.439,9.038,0.268,18.598
Strawberry,2020,JAG-20-33,S-20-33,Abroad,Italy,-2.46,-25.76,3.03,1.86,8.558,1.344,12.012,2.311,0.779,17.720,1.546,17.331,7.500,22.969,19.226,48.063,79.431,3.062,9.252,44.046,21.236,1.789,4.693,729.120,15.748,0.659,4.238,0.360,10.913
Strawberry,2020,JAG-20-44,S-20-44,Abroad,Italy,-2.93,-27.44,-1.75,7.16,44.573,1.460,1.600,2.871,0.765,20.363,1.293,2.232,19.620,45.106,23.531,39.786,47.226,1.707,13.472,64.327,4.984,4.308,5.601,666.334,15.278,6.209,1.491,1.067,5.000
Strawberry,2020,JAG-20-54,S-20-54,Abroad,Italy,-2.91,-25.49,-2.71,8.09,21.938,1.148,0.120,2.252,0.547,14.217,1.311,12.061,1.475,11.596,10.983,2.207,14.751,0.664,6.400,5.262,7.927,1.902,19.527,345.830,1.080,4.624,2.494,1.750,9.276
Strawberry,2020,JAG-20-56,S-20-56,Abroad,Italy,-4.79,-26.19,2.53,1.56,21.883,1.019,3.197,2.311,0.814,10.877,1.292,13.197,7.500,9.038,10.166,3.171,76.377,1.663,9.147,7.522,4.805,3.315,5.116,304.275,1.234,6.494,0.471,0.579,3.373
Strawberry,2019,JAG-19-28,S-19-28,Abroad,Serbia,-4.22,-27.60,0.41,3.42,18.1,1.19,9.52,2.17,0.769,13.2,1.1,33.1,53.4,20.7,26.5,64.8,611,4.3,6.46,7.2,6.33,2.87,2.55,984,3.11,6.07,2.76,0.985,0.413
Strawberry,2019,JAG-19-09,S-19-09,Abroad,Spain,2.15,-26.98,1.31,3.67,190,1.54,100,2.84,0.845,22.3,1.02,17.3,26.9,98.7,38.3,124,227,2.86,25.6,108,11.1,6.74,6.48,927,126,8.06,2.28,0.954,82.2
Strawberry,2019,JAG-19-31,S-19-31,Abroad,Spain,4.01,-25.21,3.35,2.43,22,1.46,110,2.87,0.909,18.4,0.997,68,124,63.8,39.5,127,140,3.79,12.7,70.4,13.1,4.48,3.05,1667,79.1,5.94,0.68,0.431,55.6
Strawberry,2020,JAG-20-48,S-20-48,Abroad,Spain,2.62,-27.26,3.44,1.62,374.089,1.265,2.757,2.152,0.695,14.142,1.137,21.094,7.500,39.914,23.530,59.759,146.765,2.801,13.597,207.809,20.279,12.158,2.944,1207.506,17.943,87.846,2.216,1.743,11.766
Strawberry,2018,JAG-18-01,S-18-01,Test SLO,Slovenia,-3.12080667447179,-27.2151277310008,0.0657477550717102,2.71382690208465,31.10,1.30,144.25,2.05,0.78,16.48,1.57,51.22,53.24,21.54,26.09,65.59,190.62,2.95,7.35,97.21,3.87,1.09,5.88,718.78,8.11,9.34,3.45,0.68,71.1
Strawberry,2018,JAG-18-02,S-18-02,Test SLO,Slovenia,-1.63172696135389,-26.4403846233503,1.58897343721439,2.86647211058075,10.31,1.47,86.51,1.86,0.75,12.04,1.34,26.32,29.25,13.46,36.65,80.88,545.15,3.62,7.95,36.25,15.96,3.30,3.42,837.85,14.60,18.07,3.06,2.21,34.9
Strawberry,2018,JAG-18-03,S-18-03,Test SLO,Slovenia,-3.90489654674507,-27.0270698052942,1.78946608289239,2.18299850201253,26.88,1.83,79.16,2.32,1.04,18.80,1.60,28.78,7.31,23.39,37.13,55.92,192.05,3.39,8.04,32.04,7.70,2.24,4.16,918.57,14.24,10.08,6.99,0.79,27.6
Strawberry,2018,JAG-18-16,S-18-16,Test SLO,Slovenia,2.3303465796965,-26.2273114710798,3.67685536577631,7.48794894805353,19.30,1.90,74.88,2.47,0.82,15.76,1.39,49.88,16.74,27.61,37.65,154.72,308.37,4.94,23.06,42.26,4.17,7.99,7.30,346.27,20.62,29.06,8.16,0.33,11.9
Strawberry,2018,JAG-18-20,S-18-20,Test SLO,Slovenia,-3.13748247166234,-27.0492869275456,3.76936098913031,3.64077064658113,27.65,1.75,55.71,2.09,1.02,19.89,1.29,17.48,5.87,25.50,22.03,24.76,5.37,3.32,7.53,15.05,3.77,7.65,3.37,292.23,6.80,5.17,8.57,0.43,11
Strawberry,2018,JAG-18-33,S-18-33,Test SLO,Slovenia,-0.721123176489418,-26.8127484783266,4.94525884270666,6.53460748419663,9.36,1.34,41.95,1.81,0.65,11.83,1.67,9.58,4.00,18.59,19.18,37.90,197.43,3.66,6.75,2.37,8.78,2.58,5.34,125.90,11.14,8.63,3.94,3.09,21.8
Strawberry,2019,JAG-19-01,S-19-01,Test SLO,Slovenia,-1.47,-28.06,3.42,5.04,19.5,1.02,26.2,1.99,0.699,11.5,1.1,22.3,54.5,21.9,20.2,45.5,926,4.3,8.74,1.5,5.52,0.859,5.52,52.5,15,2.56,3.34,2.94,15.5
Strawberry,2019,JAG-19-02,S-19-02,Test SLO,Slovenia,-1.88,-28.03,1.46,0.80,43.2,1.5,29,2.61,0.834,16.8,1.26,9.96,28.8,17.3,23.1,71.1,188,2.37,10,15.8,2.46,5.64,7.14,325,23.1,4.76,2.51,4.16,7.41
Strawberry,2019,JAG-19-08,S-19-08,Test SLO,Slovenia,-4.11,-27.15,2.12,5.24,11.7,1.09,27.9,1.61,0.659,11.4,1.08,24.8,41.9,16.5,21.7,31.2,86.3,2.31,6.1,7.89,2.5,2.42,2.24,446,3.18,2.08,2.55,2,13.7
Strawberry,2019,JAG-19-11,S-19-11,Test SLO,Slovenia,-2.96,-27.91,7.21,4.59,9.24,0.942,22.9,1.74,0.501,10.6,0.922,10.9,35.6,11.2,15.5,39.8,75.7,3.34,5,3.73,2.5,1.47,1.98,230,3.85,1.13,2.55,0.542,7.5
Strawberry,2019,JAG-19-12,S-19-12,Test SLO,Slovenia,-3.37,-26.86,3.50,1.68,5.54,0.844,15.3,1.1,0.546,10.1,0.939,14.9,32.5,19.6,14.2,29.3,235,3.85,7.27,1.59,1.5,1.27,3.31,66.4,32.5,1.03,4.98,0.3,51.8
Strawberry,2019,JAG-19-18,S-19-18,Test SLO,Slovenia,-3.77,-27.04,1.49,3.56,6.94,0.954,9.27,1.38,0.6,11.2,1.14,14.2,38.9,39.9,24.9,31.6,336,2.61,5.68,2.5,3.8,1.85,2.3,38.3,31.2,4.42,4.22,0.467,7.5
Strawberry,2019,JAG-19-19,S-19-19,Test SLO,Slovenia,-4.35,-27.38,3.63,4.33,26.5,1.07,22.7,1.67,0.708,11.8,1.03,31.6,64.4,17.9,25.4,18,86.5,3.27,5.49,3.32,1.22,1.87,1.45,798,5.52,1.39,3.08,0.849,0.075
Strawberry,2019,JAG-19-25,S-19-25,Test SLO,Slovenia,-3.70,-27.20,3.03,4.58,8.51,0.954,55.9,1.54,0.652,12,1.14,35.8,69,13.9,19.1,36.7,108,2.07,5.64,14.6,14.9,3.11,2.45,428,3.61,3.7,2.72,0.41,30.5
Strawberry,2019,JAG-19-35,S-19-35,Test SLO,Slovenia,-3.63,-28.41,4.37,3.15,10.1,0.996,46.8,1.47,0.656,9.92,1.58,32.3,98.2,21,22.6,30,548,4.15,8.01,9.98,2.88,3.16,5.28,79.5,7.74,5.18,3.8,0.3,32.4
Strawberry,2019,JAG-19-37,S-19-37,Test SLO,Slovenia,-4.37,-27.31,4.17,1.90,14,1.02,26.3,1.7,0.759,11.5,1.38,11.5,24.5,23,11.2,96.3,324,4.02,8.31,4.96,5.73,1.3,2.36,525,2.61,4.45,3.39,0.3,9.6
Strawberry,2019,JAG-19-40,S-19-40,Test SLO,Slovenia,-3.59,-27.08,-0.15,2.02,14.2,1.32,7.55,2.53,0.786,18.9,1.39,1.5,14.4,27.4,19.8,3.8,30,0.936,11.7,14.9,2.5,4.62,11.4,506,0.855,6.56,1.98,1.18,4.41
Strawberry,2019,JAG-19-53,S-19-53,Test SLO,Slovenia,-1.30,-27.19,0.61,2.51,7.05,1.12,17.5,1.95,0.545,16.8,1.09,25.4,39.4,30.6,22.6,227,299,2.94,9,11,2.5,1.96,3.07,320,24.6,7.34,4.93,1.15,165
Strawberry,2020,JAG-20-01,S-20-01,Test SLO,Slovenia,-0.11,-26.83,3.58,2.94,14.467,0.996,1.473,1.832,0.717,14.340,1.483,13.761,50.218,8.502,18.654,28.477,124.213,2.089,7.924,3.844,30.471,3.185,2.133,580.081,28.960,2.957,1.608,0.287,47.700
Strawberry,2020,JAG-20-02,S-20-02,Test SLO,Slovenia,1.58,-28.24,4.49,5.17,40.813,0.936,2.212,1.569,0.510,11.967,1.998,17.225,47.697,14.598,15.487,59.021,208.298,3.252,7.691,7.659,7.430,2.591,6.539,289.969,19.543,8.450,3.131,0.826,12.015
Strawberry,2020,JAG-20-09,S-20-09,Test SLO,Slovenia,0.56,-26.05,3.13,2.04,19.041,1.237,3.493,1.888,0.740,12.311,1.450,15.161,26.782,41.372,21.210,31.886,739.871,3.976,10.006,5.847,6.789,7.933,4.538,238.521,47.552,16.347,11.273,0.677,7.189
Strawberry,2020,JAG-20-18,S-20-18,Test SLO,Slovenia,-1.92,-27.05,4.79,1.63,15.226,1.110,24.597,2.107,0.642,14.922,2.229,30.058,31.992,22.900,21.534,63.213,239.154,3.252,10.354,22.851,1.500,0.975,3.473,612.634,10.722,2.641,4.677,0.497,14.938
Strawberry,2020,JAG-20-19,S-20-19,Test SLO,Slovenia,1.36,-26.70,7.29,7.10,33.878,1.359,17.998,2.439,0.857,16.597,2.119,27.294,33.516,23.533,31.827,34.195,750.310,3.881,12.063,18.470,13.589,3.307,3.925,307.539,84.274,8.240,5.696,1.719,21.029
Strawberry,2020,JAG-20-21,S-20-21,Test SLO,Slovenia,-0.55,-27.62,5.35,3.48,10.763,1.101,18.298,1.697,0.648,12.155,1.192,22.385,31.537,37.066,23.758,55.355,709.006,4.741,10.377,7.581,9.478,8.726,3.145,123.911,38.151,7.203,5.660,0.039,5.000
Strawberry,2020,JAG-20-23,S-20-23,Test SLO,Slovenia,-1.02,-27.34,3.97,1.34,16.405,1.024,20.787,1.963,0.895,10.179,2.455,17.642,28.550,24.367,15.300,83.450,209.093,5.680,10.005,12.271,4.204,1.128,2.869,708.566,3.497,3.373,3.658,1.051,13.815
Strawberry,2020,JAG-20-24,S-20-24,Test SLO,Slovenia,0.05,-26.42,4.61,2.64,19.124,0.803,13.722,1.445,0.591,10.297,1.436,21.007,29.305,13.467,18.688,26.648,194.022,2.020,4.107,6.519,1.500,3.893,2.233,174.993,3.380,7.254,3.240,0.452,14.423
Strawberry,2020,JAG-20-27,S-20-27,Test SLO,Slovenia,-0.64,-27.01,5.71,2.38,5.923,0.955,2.004,1.733,0.689,8.587,1.741,8.200,11.169,10.683,18.077,59.709,132.131,4.174,9.378,5.039,9.085,3.275,2.675,409.914,1.906,6.894,2.276,0.490,6.244
Strawberry,2020,JAG-20-31,S-20-31,Test SLO,Slovenia,-1.75,-26.59,6.52,2.60,6.454,1.186,8.737,2.026,0.854,12.535,2.261,10.100,10.695,48.616,29.979,151.827,1203.655,6.304,12.768,11.167,14.433,1.064,3.814,276.771,20.878,3.948,8.555,1.209,2.266
Strawberry,2020,JAG-20-38,S-20-38,Test SLO,Slovenia,0.13,-26.65,2.43,1.41,49.912,1.020,18.063,1.776,0.787,12.114,1.972,33.384,2.409,26.030,21.753,77.815,228.084,4.992,6.703,13.139,0.808,0.743,2.402,358.120,3.097,2.908,3.074,0.150,12.765
Strawberry,2020,JAG-20-39,S-20-39,Test SLO,Slovenia,-2.12,-27.92,4.64,3.28,8.603,1.130,1.600,1.935,0.792,13.369,2.286,10.787,43.375,49.276,21.323,32.135,559.128,4.890,12.084,5.652,8.563,13.037,5.139,333.621,134.765,6.992,15.371,0.150,4.111
Strawberry,2020,JAG-20-41,S-20-41,Test SLO,Slovenia,-1.42,-28.92,3.77,3.64,11.428,1.078,7.456,1.834,0.713,12.473,1.649,15.719,7.500,27.500,13.666,61.799,40.877,2.740,8.059,4.239,1.175,2.383,1.524,232.028,65.290,1.307,2.366,0.150,18.602
Strawberry,2020,JAG-20-43,S-20-43,Test SLO,Slovenia,-1.94,-27.49,4.10,2.58,26.805,1.083,7.934,1.655,0.751,14.571,2.028,20.175,24.087,22.855,30.476,27.747,387.554,3.666,17.242,6.236,3.129,4.144,4.073,116.148,75.564,10.815,12.042,0.775,25.012
Strawberry,2020,JAG-20-55,S-20-55,Test SLO,Slovenia,-2.56,-26.43,4.56,2.10,12.343,1.418,3.100,2.100,0.824,10.231,3.435,15.979,3.945,27.822,32.422,43.778,778.878,4.220,11.636,0.889,3.189,4.090,8.078,74.914,81.284,11.274,16.924,0.767,5.173
